no,plotTemp,plot,block,year,lat,lon,barrier_distance,treatment,shrubHeight,shrubCover,herbHeight,herbCover,soilCover,conf.low,conf.high,speciesrichness,shannon,simpson,therophytes,perennials,wood,reed_cover,sand_cover,gravel_cover
14,krou4,rou4,krou,Control,48.022609008033584,12.178249601269167,NA,Embankment removal,0,0,15,70,2.5,14,14,11,1.0815320549051088,0.5508344113986698,0,11,0,1,40.1,0
15,krou5,rou5,krou,Control,48.02262689063646,12.178316693750686,NA,Embankment removal,0,0,60,50,60,15,15,8,1.653079363287065,0.7796751353602666,0,7,1,10,15,0
16,katk1,atk1,katk,Control,47.965153020344054,12.157067051640926,NA,Gravel supply,0,0,120,100,0,16,16,7,1.6099809107561278,0.7744378698224852,2,5,0,32.5,0,0
17,katk2,atk2,katk,Control,47.96477528930211,12.15706590187914,NA,Gravel supply,0,0,120,100,0,17,17,4,1.023283239868256,0.5871056241426613,1,3,0,5,0,0
18,katk3,atk3,katk,Control,47.96531492345356,12.157054153175647,NA,Gravel supply,0,0,200,100,0,18,18,4,1.3437521330668272,0.729766803840878,1,3,0,150,0,0
19,katk4,atk4,katk,Control,47.965674832665876,12.156934726239912,NA,Gravel supply,0,0,150,100,0,19,19,4,1.0710178890244566,0.5813148788927336,1,3,0,110,0,0
20,katk5,atk5,katk,Control,47.965872673385135,12.156948719382962,NA,Gravel supply,0,0,200,100,0,20,20,6,1.4652196493642395,0.7362500000000001,2,4,0,75,0,0
21,klak1,lak1,klak,Control,48.02479136171332,12.191301855829506,NA,Gravel supply,0,0,40,40,10,21,21,8,1.1435363378228567,0.6029022266008339,0,7,1,2.5,50,0
22,klak2,lak2,klak,Control,48.024863309599496,12.191302122936266,NA,Gravel supply,0,0,40,50,70,22,22,8,1.2280914009864168,0.6098734669739911,0,8,0,10,50,0
23,klak3,lak3,klak,Control,48.02489026765801,12.191315629728741,NA,Gravel supply,0,0,50,70,80,23,23,7,1.0660341627087353,0.5694060414984883,0,6,1,1,40,0
24,klak4,lak4,klak,Control,48.02649685945785,12.193252221200582,NA,Gravel supply,0,0,30,60,50,24,24,11,1.0815320549051088,0.5508344113986698,0,11,0,1,40.1,0
25,klak5,lak5,klak,Control,48.02656887518516,12.193212269854854,NA,Gravel supply,0,0,60,90,2.5,25,25,8,1.653079363287065,0.7796751353602666,0,7,1,10,15,0
26,krok1,rok1,krok,Control,48.0225283169428,12.178088448935974,NA,Gravel supply,0,0,30,80,20,26,26,7,1.3520161445211438,0.7068109573080382,0,6,1,0,0,0
27,krok2,rok2,krok,Control,48.02252854625339,12.17794098266305,NA,Gravel supply,0,0,15,90,15,27,27,9,1.3002555774073616,0.5816695262103537,0,7,1,3.5,0,0
28,krok3,rok3,krok,Control,48.02256412403667,12.17819582155698,NA,Gravel supply,0,0,10,60,40,28,28,12,1.622812208878056,0.723941338879128,0,8,3,4.5,0,0
29,krok4,rok4,krok,Control,48.022609008033584,12.178249601269167,NA,Gravel supply,0,0,15,70,2.5,29,29,9,1.4329896957730321,0.6502170959357276,0,4,5,0,0,0
30,krok5,rok5,krok,Control,48.02262689063646,12.178316693750686,NA,Gravel supply,0,0,60,50,60,30,30,6,1.0541018244599356,0.5136054421768708,0,3,3,70,0,0
31,kfrs1,frs1,kfrs,Control,48.02489026765801,12.191315629728741,NA,Sand supply,0,0,170,100,40,31,31,6,1.0470327274435578,0.5613375865051903,1,5,0,81,0,0
32,kfrs2,frs2,kfrs,Control,48.02489026765801,12.191315629728741,NA,Sand supply,0,0,190,90,30,32,32,5,0.5347386661491721,0.31251779152217796,1,4,0,90,0,0
33,kfrs3,frs3,kfrs,Control,48.02489026765801,12.191315629728741,NA,Sand supply,0,0,260,100,10,33,33,3,0.4702359623552492,0.2344045368620038,1,2,0,100,0,0
34,kfrs4,frs4,kfrs,Control,48.02489026765801,12.191315629728741,NA,Sand supply,0,0,170,100,0,34,34,3,0.9002560512685369,0.53125,1,2,0,100,0,0
35,kfrs5,frs5,kfrs,Control,48.02489026765801,12.191315629728741,NA,Sand supply,0,0,160,100,10,35,35,3,0.8608513906312316,0.49777777777777776,1,2,0,30,0,0
36,kvos1,vos1,kvos,Control,48.0959419390009,12.237681987382686,NA,Sand supply,0,0,100,100,0,36,36,3,0.8033149761408755,0.48,0,3,0,140,0,0
37,kvos2,vos2,kvos,Control,48.09586993654226,12.237708504960327,NA,Sand supply,0,0,170,100,0,37,37,7,1.4678471959603763,0.728622027323326,2,5,0,125,0,0
38,kvos3,vos3,kvos,Control,48.09579818463528,12.237614197375832,NA,Sand supply,0,0,180,100,0,38,38,5,1.1836758552510263,0.6639495895479246,1,4,0,105,0,0
39,kvos4,vos4,kvos,Control,48.095690180965434,12.237653973746962,NA,Sand supply,0,0,120,100,0,39,39,7,1.178908064984136,0.6110983236826419,1,6,0,95,0,0
40,kvos5,vos5,kvos,Control,48.09558231647037,12.237626625183982,NA,Sand supply,0,0,120,100,0,40,40,5,1.1892815650879087,0.6455244886470257,1,4,0,92.5,0,0
41,kwis1,wis1,kwis,Control,48.1046242700879,12.240233050346951,NA,Sand supply,0,0,180,100,0,41,41,5,1.1683461537273372,0.6087990487514864,1,4,0,120,0,10
42,kwis2,wis2,kwis,Control,48.10475874774017,12.240435090722627,NA,Sand supply,0,0,200,100,0,42,42,4,0.7571449611755009,0.42181818181818176,1,3,0,135,0,0
43,kwis3,wis3,kwis,Control,48.10467800488482,12.240340721009684,NA,Sand supply,0,0,170,100,0,43,43,5,0.9246956101813446,0.512595397158548,1,4,0,145,0,0
44,kwis4,wis4,kwis,Control,48.10452525900719,12.240272869992989,NA,Sand supply,0,0,180,100,0,44,44,4,1.2181950724180415,0.6643598615916955,1,3,0,100,0,0
45,kwis5,wis5,kwis,Control,48.10450727234411,12.240272785944068,NA,Sand supply,0,0,200,90,0,45,45,3,0.9276173343271816,0.5511111111111111,1,2,0,20,0,0
46,14atu1,atu1,atu,2014,48.024301076330836,12.183135442330796,6.099999999999994,Embankment removal,0,0,15,20,90,46,46,12,1.806178427598418,0.7762239111145404,3,7,2,2,0,1
47,14atu2,atu2,atu,2014,48.0245425249105,12.18399432420887,6,Embankment removal,0,0,8,20,90,47,47,13,1.7082637845613948,0.7705536618552652,2,8,3,7.5,2.6,0.1
48,14atu3,atu3,atu,2014,48.02431852670938,12.183470668393348,6.099999999999994,Embankment removal,0,0,30,50,50,48,48,10,1.5781133950607298,0.7308868883367254,3,5,2,0,0,0
49,14atu4,atu4,atu,2014,48.02479278732613,12.18496049921523,5.900000000000006,Embankment removal,0,0,5,50,50,49,49,9,1.0306452298737319,0.565930438187,0,7,2,0.2,0,0.1
50,14atu5,atu5,atu,2014,48.024882353808536,12.18518873477719,5.900000000000006,Embankment removal,0,0,15,50,20,50,50,16,1.4104374891313425,0.5862158020695236,2,12,2,5.1,1,0.1
51,14heu1,heu1,heu,2014,48.137337010982414,12.266989237575038,5.5,Embankment removal,0,0,20,40,80,51,51,3,0.03479582283993459,0.00991312096235264,0,3,0,40,0,0
52,14heu2,heu2,heu,2014,48.13759759652354,12.267084644121661,5.5,Embankment removal,0,0,70,70,40,52,52,3,0.6927068011001348,0.49124849155781114,0,3,0,70,0,0
53,14heu3,heu3,heu,2014,48.13732773609616,12.267110113062673,5.5,Embankment removal,0,0,20,1,100,53,53,2,0.5982695885852573,0.40816326530612246,0,2,0,3.5,0,0
54,14heu4,heu4,heu,2014,48.137309624366154,12.267163762735386,5.5,Embankment removal,0,0,15,2.5,100,54,54,2,0.5982695885852573,0.40816326530612246,0,2,0,1,0,0
55,14heu5,heu5,heu,2014,48.137291575230506,12.267190540783728,5.5,Embankment removal,0,0,20,1,100,55,55,1,0,0,0,1,0,1,0,0
56,14rou1,rou1,rou,2014,47.98419217687824,12.150627894766746,11.400000000000006,Embankment removal,0,0,15,30,80,56,56,16,1.8968254826524684,0.7877228238083535,2,11,3,2.5,0,0
57,14rou2,rou2,rou,2014,47.98466000113462,12.15050869498738,11.400000000000006,Embankment removal,0,0,10,2.5,100,57,57,2,0.16302362949436605,0.07396449704142039,0,1,1,0,0,0
58,14rou3,rou3,rou,2014,47.98528921567579,12.150765064420662,11.299999999999983,Embankment removal,0,0,7,10,80,58,58,9,1.097031186893622,0.5186666666666667,0,5,4,0,0.1,0
59,14rou4,rou4,rou,2014,47.98684396928166,12.151627009703732,11.099999999999994,Embankment removal,0,0,10,10,100,59,59,3,0.9347698978582794,0.578512396694215,0,2,1,0,0,0
60,14rou5,rou5,rou,2014,47.987697503637065,12.152272579590946,11,Embankment removal,0,0,12,60,50,60,60,10,0.6812149936093311,0.2963055555555555,1,6,3,0.1,0,0
61,14atk1,atk1,atk,2014,48.02540175615507,12.186558099610359,5.799999999999983,Gravel supply,0,0,25,20,90,61,61,8,1.648158622319054,0.7862787816651715,0,7,1,5.1,0,2.5
62,14atk2,atk2,atk,2014,48.0254820415047,12.186960596212238,5.799999999999983,Gravel supply,0,0,7,10,90,62,62,10,1.8594659828602342,0.812610158628425,0,9,1,3.6,0,0.1
63,14atk3,atk3,atk,2014,48.02567871379437,12.187685283245075,5.699999999999989,Gravel supply,0,0,5,10,90,63,63,8,1.499064314139787,0.7339298758217677,1,5,2,2.5,0,0
64,14atk4,atk4,atk,2014,48.025786261810325,12.18791359302739,5.699999999999989,Gravel supply,0,0,7,20,80,64,64,22,2.299494666094712,0.8617021276595744,3,14,5,4.7,2.5,0
65,14atk5,atk5,atk,2014,48.025884441159036,12.188369788005142,5.699999999999989,Gravel supply,0,0,5,5,90,65,65,10,1.4588770645648392,0.697705502339051,2,5,3,2.7,0,0.1
66,14lak1,lak1,lak,2014,48.02597607354331,12.192754209342473,5.5,Gravel supply,0,0,5,15,95,66,66,15,2.2198033210227752,0.862049861495845,1,12,2,5.1,0,1
67,14lak1,lak1,lak,2014,48.0259852249614,12.1926603946148,5.5,Gravel supply,0,0,7,20,90,67,67,18,2.4016983332903057,0.8788004997917535,3,13,2,1,0,0
68,14lak1,lak1,lak,2014,48.02557256065344,12.192042134890515,5.5,Gravel supply,0,0,10,20,90,68,68,14,2.2513157552783554,0.87488,2,10,2,0.1,0,0
69,14lak3,lak3,lak,2014,48.02576070351346,12.192471858043417,5.5,Gravel supply,0,0,10,10,90,69,69,14,2.153224048845665,0.8676362794645268,2,8,4,0.2,0,0
70,14lak5,lak5,lak,2014,48.02547349739241,12.192122206860729,5.5,Gravel supply,0,0,7,20,90,70,70,14,2.1402694852748074,0.8503362739103851,1,10,3,1.2,1,0
71,14rok1,rok1,rok,2014,47.987410315035966,12.151816233400277,11.099999999999994,Gravel supply,0,0,10,5,100,71,71,7,1.0384860103489235,0.5062089116143171,2,3,2,0.1,0,0
72,14rok2,rok2,rok,2014,47.98679933856744,12.151372338483062,11.199999999999989,Gravel supply,0,0,20,50,70,72,72,16,2.2106697257835717,0.8577932098765432,2,11,3,0.1,0,5
73,14rok3,rok3,rok,2014,47.984282218377835,12.150547780699124,11.400000000000006,Gravel supply,0,0,8,5,100,73,73,8,1.6474991134203159,0.7745681521265786,3,2,3,0,0,0
74,14rok4,rok4,rok,2014,47.98488476981372,12.150562936537817,11.400000000000006,Gravel supply,0,0,10,10,95,74,74,9,1.132171477919258,0.49826388888888895,2,5,2,0,0,0
75,14rok5,rok5,rok,2014,47.984974599665335,12.15064357708095,11.299999999999983,Gravel supply,0,0,15,20,90,75,75,9,1.205324214266187,0.5834099450008869,2,5,2,0,0,0
76,14frs1,frs1,frs,2014,48.04156662077456,12.200456845703476,3.4000000000000057,Sand supply,0,0,40,100,2.5,76,76,12,1.8199412019636887,0.7817901234567901,1,8,3,35,1,0
77,14frs2,frs2,frs,2014,48.04145872279031,12.200443014769098,3.4000000000000057,Sand supply,0,0,30,50,20,77,77,14,2.0000819066202107,0.8057701529117162,0,10,4,15,0,0
78,14frs3,frs3,frs,2014,48.041486055036266,12.200241955884158,3.4000000000000057,Sand supply,0,0,20,40,20,78,78,17,2.0729013848906637,0.8136798469387755,0,13,4,18.5,0,0
79,14frs4,frs4,frs,2014,48.04102890955058,12.199368470284972,3.5,Sand supply,0,0,30,20,20,79,79,15,1.994172675916614,0.7883043793889124,1,11,3,15,0,0
80,14frs5,frs5,frs,2014,48.0410917236441,12.19944917890836,3.5,Sand supply,0,0,30,30,10,80,80,16,2.4491686836521183,0.8992146739426418,2,11,3,5.1,0,0
81,14vos1,vos1,vos,2014,48.097803143651305,12.237891973716938,4.300000000000011,Sand supply,0,0,40,40,50,81,81,21,2.049542172285957,0.7927580089742252,2,16,3,7,0,10
82,14vos2,vos2,vos,2014,48.09796494022885,12.237932999229605,4.300000000000011,Sand supply,0,0,20,30,60,82,82,17,1.3280802470802704,0.5371111111111111,1,13,3,22.6,0,1
83,14vos3,vos3,vos,2014,48.09830660364564,12.237974857288128,4.300000000000011,Sand supply,0,0,5,5,98,83,83,6,1.2352927300415173,0.640625,1,4,1,1,0,0.1
84,14vos4,vos4,vos,2014,48.098000802105666,12.237986867988816,4.400000000000006,Sand supply,0,0,20,25,80,84,84,14,1.957702642186963,0.7940484389348026,2,10,2,6,0.1,5
85,14vos5,vos5,vos,2014,48.097569288845015,12.237904317611658,4.400000000000006,Sand supply,0,0,20,30,70,85,85,9,0.6751830558239761,0.27224767458003607,0,6,3,2,0,0
86,14wis1,wis1,wis,2014,48.106689885327484,12.241598927129143,3.3000000000000114,Sand supply,0,0,70,50,20,86,86,10,1.8029196612320997,0.7958873506133263,1,7,2,17.5,0,0
87,14wis2,wis2,wis,2014,48.10660920004502,12.241477696407665,3.3000000000000114,Sand supply,0,0,25,90,5,87,87,12,1.2829400752842666,0.60373637202996,2,8,2,10.2,0,0
88,14wis3,wis3,wis,2014,48.107111296447066,12.242205171159698,3.200000000000017,Sand supply,0,0,50,50,30,88,88,13,1.8525418921711347,0.7819649048433739,1,9,3,32.5,0.1,0
89,14wis4,wis4,wis,2014,48.107648905924854,12.24314767950753,3.1000000000000227,Sand supply,0,0,30,50,40,89,89,10,1.5428893536969062,0.714755756004783,0,7,3,25,0,0
90,14wis5,wis5,wis,2014,48.108087781156755,12.243995740425962,3,Sand supply,0,0,40,50,60,90,90,12,1.5805667162469943,0.7242962962962963,1,9,2,12.2,0,0
91,16atu1,atu1,atu,2016,48.024301076330836,12.183135442330796,6.099999999999994,Embankment removal,0,0,85,100,0,91,91,7,0.48500386589346833,0.19624795955875063,0,7,0,0,0.1,0
92,16atu2,atu2,atu,2016,48.0245425249105,12.18399432420887,6,Embankment removal,0,0,120,100,30,92,92,1,0,0,0,1,0,100,0,0
93,16atu3,atu3,atu,2016,48.02431852670938,12.183470668393348,6.099999999999994,Embankment removal,0,0,120,90,10,93,93,4,0.17794497347880586,0.06312868539715566,0,3,1,90,0,0
94,16atu4,atu4,atu,2016,48.02479278732613,12.18496049921523,5.900000000000006,Embankment removal,0,0,35,100,1,94,94,12,1.5568999080705253,0.6615482423244908,1,8,3,60.1,0,0
95,16atu5,atu5,atu,2016,48.024882353808536,12.18518873477719,5.900000000000006,Embankment removal,0,0,60,70,10,95,95,3,0.6870920273799715,0.37869822485207094,0,3,0,60,0,0
96,16heu1,heu1,heu,2016,48.137337010982414,12.266989237575038,5.5,Embankment removal,0,0,0,0,0,96,96,0,0,1,0,0,0,0,0,0
97,16heu2,heu2,heu,2016,48.13759759652354,12.267084644121661,5.5,Embankment removal,0,0,0,0,0,97,97,0,0,1,0,0,0,0,0,0
98,16heu3,heu3,heu,2016,48.13732773609616,12.267110113062673,5.5,Embankment removal,0,0,0,0,0,98,98,0,0,1,0,0,0,0,0,0
99,16heu4,heu4,heu,2016,48.137309624366154,12.267163762735386,5.5,Embankment removal,0,0,0,0,0,99,99,0,0,1,0,0,0,0,0,0
100,16heu5,heu5,heu,2016,48.137291575230506,12.267190540783728,5.5,Embankment removal,0,0,0,0,0,100,100,0,0,1,0,0,0,0,0,0
101,16rou1,rou1,rou,2016,47.98419217687824,12.150627894766746,11.400000000000006,Embankment removal,0,0,0,0,40,101,101,0,0,1,0,0,0,0,0,0
102,16rou2,rou2,rou,2016,47.98466000113462,12.15050869498738,11.400000000000006,Embankment removal,0,0,35,30,40,102,102,8,1.440604700116853,0.6866437956545077,2,5,1,2.5,0.1,0
103,16rou3,rou3,rou,2016,47.98528921567579,12.150765064420662,11.299999999999983,Embankment removal,0,0,25,20,90,103,103,8,1.6277499131688846,0.7829188233808864,1,4,3,0.1,0,0
104,16rou4,rou4,rou,2016,47.98684396928166,12.151627009703732,11.099999999999994,Embankment removal,0,0,100,40,30,104,104,7,1.523108835744134,0.7121152067644339,1,6,0,2.5,0,0
105,16rou5,rou5,rou,2016,47.987697503637065,12.152272579590946,11,Embankment removal,0,0,0,0,90,105,105,0,0,1,0,0,0,0,0,0
106,16atk1,atk1,atk,2016,48.02540175615507,12.186558099610359,5.799999999999983,Gravel supply,0,0,80,90,0,106,106,7,1.0283688508449158,0.4629065222847718,0,7,0,12.5,0,0
107,16atk2,atk2,atk,2016,48.0254820415047,12.186960596212238,5.799999999999983,Gravel supply,0,0,90,90,2.5,107,107,13,1.8453064222730273,0.7912722697246133,0,11,2,31,2.5,0
108,16atk3,atk3,atk,2016,48.02567871379437,12.187685283245075,5.699999999999989,Gravel supply,140,5,150,90,10,108,108,7,0.9902935108893324,0.5298313202832153,0,6,1,60,0,0
109,16atk4,atk4,atk,2016,48.025786261810325,12.18791359302739,5.699999999999989,Gravel supply,0,0,30,60,2.5,109,109,16,1.3433716059271912,0.5981198034769464,0,11,4,2.6,0.1,0
110,16atk5,atk5,atk,2016,48.025884441159036,12.188369788005142,5.699999999999989,Gravel supply,0,0,60,80,0,110,110,15,1.8417867528198717,0.7235134654359523,0,9,6,48.5,0,0
111,16lak1,lak1,lak,2016,48.02597607354331,12.192754209342473,5.5,Gravel supply,110,60,60,40,0,111,111,8,1.2555648245574955,0.5925530277232248,0,4,4,20,0,0
112,16lak2,lak2,lak,2016,48.0259852249614,12.1926603946148,5.5,Gravel supply,105,5,80,100,0,112,112,6,0.3637766387928223,0.14832152825926814,0,5,1,2,0,0
113,16lak3,lak3,lak,2016,48.02576070351346,12.192471858043417,5.5,Gravel supply,0,0,40,80,50,113,113,8,1.5835077475144657,0.7406901760812481,0,7,1,32.6,0,0
114,16lak4,lak4,lak,2016,48.02557256065344,12.192042134890515,5.5,Gravel supply,0,0,0,0,0,114,114,0,0,1,0,0,0,0,0,0
115,16lak5,lak5,lak,2016,48.02547349739241,12.192122206860729,5.5,Gravel supply,0,0,80,70,0,115,115,7,1.3507268166448978,0.6201715594863872,1,5,1,57.5,0,0
116,16rok1,rok1,rok,2016,47.987410315035966,12.151816233400277,11.099999999999994,Gravel supply,0,0,60,50,0,116,116,10,1.8598328914482387,0.7929800623746937,1,8,1,1,0,0
117,16rok2,rok2,rok,2016,47.98679933856744,12.151372338483062,11.199999999999989,Gravel supply,0,0,90,100,0,117,117,7,0.9974493418895298,0.511417918987463,1,6,0,32.5,2.5,0
118,16rok3,rok3,rok,2016,47.984282218377835,12.150547780699124,11.400000000000006,Gravel supply,0,0,90,100,0,118,118,7,0.8975653706688054,0.4222516893467626,1,6,0,80,0,0
119,16rok4,rok4,rok,2016,47.98488476981372,12.150562936537817,11.400000000000006,Gravel supply,0,0,80,100,0,119,119,9,1.724579253168996,0.7824800454242613,2,7,0,30,0,0
120,16rok5,rok5,rok,2016,47.984974599665335,12.15064357708095,11.299999999999983,Gravel supply,0,0,40,50,50,120,120,17,2.2189117564426115,0.8590834490594622,4,11,2,2.5,0,0
121,16frs1,frs1,frs,2016,48.04156662077456,12.200456845703476,3.4000000000000057,Sand supply,0,0,100,100,0,121,121,7,1.6352170950957405,0.7693142361111112,0,7,0,56,0,0
122,16frs2,frs2,frs,2016,48.04145872279031,12.200443014769098,3.4000000000000057,Sand supply,0,0,150,100,0,122,122,6,1.4415886050175564,0.7126890203813281,0,5,0,65,0,0
123,16frs3,frs3,frs,2016,48.041486055036266,12.200241955884158,3.4000000000000057,Sand supply,0,0,70,90,0,123,123,8,1.699090257783535,0.7650013844389066,0,7,0,37,0,0
124,16frs4,frs4,frs,2016,48.04102890955058,12.199368470284972,3.5,Sand supply,0,0,120,100,0,124,124,5,1.3421257227487469,0.6953125,1,4,0,75,0,0
125,16frs5,frs5,frs,2016,48.0410917236441,12.19944917890836,3.5,Sand supply,0,0,90,80,0,125,125,8,1.4334123281976905,0.6788177647389283,1,6,0,72.5,0,0
126,16vos1,vos1,vos,2016,48.097803143651305,12.237891973716938,4.300000000000011,Sand supply,0,0,80,100,0,126,126,14,1.8599879679592575,0.8014693326958541,0,12,2,60.1,1,0
127,16vos2,vos2,vos,2016,48.09796494022885,12.237932999229605,4.300000000000011,Sand supply,160,5,120,100,0,127,127,12,2.0438840504164166,0.8371918669159922,0,11,1,90,0,0
128,16vos3,vos3,vos,2016,48.09830660364564,12.237974857288128,4.300000000000011,Sand supply,0,0,60,40,70,128,128,4,0.7600083711451512,0.4319727891156463,0,4,0,31,1,0
129,16vos4,vos4,vos,2016,48.098000802105666,12.237986867988816,4.400000000000006,Sand supply,0,0,100,70,20,129,129,10,1.4079092997369607,0.6938770260391992,0,10,0,31.1,0,0
130,16vos5,vos5,vos,2016,48.097569288845015,12.237904317611658,4.400000000000006,Sand supply,0,0,80,100,70,130,130,3,0.8092054732283177,0.4986149584487535,0,3,0,65,0,0
131,16wis1,wis1,wis,2016,48.106689885327484,12.241598927129143,3.3000000000000114,Sand supply,120,10,90,100,5,131,131,13,1.6647402528228776,0.7625859671715052,1,7,4,55.1,0,0
132,16wis2,wis2,wis,2016,48.10660920004502,12.241477696407665,3.3000000000000114,Sand supply,0,0,80,80,10,132,132,1,0,0,0,1,0,80,0,0
133,16wis3,wis3,wis,2016,48.107111296447066,12.242205171159698,3.200000000000017,Sand supply,0,0,70,80,20,133,133,9,1.3453675073021774,0.6446152892305785,1,8,0,65,0,0
134,16wis4,wis4,wis,2016,48.107648905924854,12.24314767950753,3.1000000000000227,Sand supply,0,0,110,90,40,134,134,11,1.8356744592761398,0.7900519848771267,0,10,1,52.5,0,0
135,16wis5,wis5,wis,2016,48.108087781156755,12.243995740425962,3,Sand supply,0,0,80,60,20,135,135,10,1.8769571465003416,0.8021700356718192,0,10,0,26,1,0
